innovation,eml,scope,disease,eml_date,nra,nra_date,gra,gra_date,gra_body,dose,form,alternative_names,category,technology,target_population,indication,archetype,phase_1_status,phase_1_date,phase_2_status,phase_2_date,phase_3_status,phase_3_date,phase_4_status,phase_4_date,trial_status,trial_status_notes,date_trial_status,manufacturer,dalys,disease_prevalence,improvement,dalys_averted,deaths_averted,yll,hs_costs,dalys_monetized,prob_success,procurement,reg_approval,policy_readiness,social_context,guidelines,policy_implemented,date_market,country_supply,distribution,delivery_model,efficacy,data_source,readiness,financing,impact_potential,introduction_readiness,date_proof_of_concept,date_first_regulatory,date_first_launch,proj_date_first_regulatory,proj_date_first_launch,proj_date_lmic_20_uptake
Cabotegravir,NA,WHO,HIV,NA,NA,NA,NA,NA,NA,600mg/3ml,Injectable,CAB-LA (600mg/3mL vials),Therapeutic,Long-acting injectable antiretroviral depot,all ages HIV,Pre-Exposure Prophylaxis (PrEP),NA,NA,NA,Completed,NA,Completed,10/10/25,NA,NA,Phase 3,Phase 2 and 3,10/10/25,Anatolia Geneworks,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/10/25,NA,NA,5/23/28,9/17/28,9/18/33
Cabotegravir/Rilpivirine,NA,Kenya,HIV,NA,NA,NA,Yes,1/21/21,US_FDA,NA,NA,Cabenuva,Therapeutic,Fixed-dose combination,adult HIV,Treatment of HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/21/21,Viiv Healthcare Bv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,1/21/21,1/21/21,1/21/21,1/21/26
Cabotegravir/Rilpivirine,NA,Senegal,HIV,NA,NA,NA,Yes,1/21/21,US_FDA,NA,NA,Cabenuva,Therapeutic,Fixed-dose combination,adult HIV,Treatment of HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/21/21,Viiv Healthcare Bv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,1/21/21,1/21/21,1/21/21,1/21/26
Cabotegravir/Rilpivirine,NA,South Africa,HIV,NA,NA,NA,Yes,1/21/21,US_FDA,NA,NA,Cabenuva,Therapeutic,Fixed-dose combination,adult HIV,Treatment of HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/21/21,Viiv Healthcare Bv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,1/21/21,1/21/21,1/21/21,1/21/26
Cabotegravir/Rilpivirine,NA,WHO,HIV,NA,NA,NA,Yes,1/21/21,US_FDA,NA,NA,Cabenuva,Therapeutic,Fixed-dose combination,adult HIV,Treatment of HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/21/21,Viiv Healthcare Bv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,1/21/21,1/21/21,1/21/21,1/21/26
Cambridge Biotech HIV-1 Urine Western Blot Kit,NA,Kenya,HIV,NA,No,NA,Yes,6/21/01,US_FDA,NA,NA,NA,Diagnostic,Western blot immunoassay,all ages HIV,Diagnosis of infection with HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/21/01,"Calypte Biomedical Corp, Alameda, CA 94502",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/21/01,6/21/01,6/21/01,6/21/01,6/21/01,6/21/06
Cambridge Biotech HIV-1 Urine Western Blot Kit,NA,Senegal,HIV,NA,No,NA,Yes,6/21/01,US_FDA,NA,NA,NA,Diagnostic,Western blot immunoassay,all ages HIV,Diagnosis of infection with HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/21/01,"Calypte Biomedical Corp, Alameda, CA 94502",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/21/01,6/21/01,6/21/01,6/21/01,6/21/01,6/21/06
Cambridge Biotech HIV-1 Urine Western Blot Kit,NA,South Africa,HIV,NA,NA,NA,Yes,6/21/01,US_FDA,NA,NA,NA,Diagnostic,Western blot immunoassay,all ages HIV,Diagnosis of infection with HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/21/01,"Calypte Biomedical Corp, Alameda, CA 94502",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/21/01,6/21/01,6/21/01,6/21/01,6/21/01,6/21/06
Cambridge Biotech HIV-1 Urine Western Blot Kit,NA,WHO,HIV,NA,NA,NA,Yes,6/21/01,US_FDA,NA,NA,NA,Diagnostic,Western blot immunoassay,all ages HIV,Diagnosis of infection with HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/21/01,"Calypte Biomedical Corp, Alameda, CA 94502",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/21/01,6/21/01,6/21/01,6/21/01,6/21/01,6/21/06
Capilia  TB-Neo,NA,Kenya,Tuberculosis,NA,No,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Rapid immunochromatographic (lateral flow) antigen test,all age TB,Detection of mycobaterium tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capilia  TB-Neo,NA,Senegal,Tuberculosis,NA,No,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Rapid immunochromatographic (lateral flow) antigen test,all age TB,Detection of mycobaterium tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capilia  TB-Neo,NA,South Africa,Tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Rapid immunochromatographic (lateral flow) antigen test,all age TB,Detection of mycobaterium tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capilia  TB-Neo,NA,WHO,Tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Rapid immunochromatographic (lateral flow) antigen test,all age TB,Detection of mycobaterium tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carbetocin,NA,Kenya,MNCH,NA,No,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,pregnancy,Treatment of Postpartum haemorrhage (PPH),New Chemical Entity,NA,NA,NA,NA,NA,NA,Completed,6/24/21,Phase 4,NA,6/24/21,Gilead,25000000,39400000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/24/21,NA,NA,2/5/24,6/1/24,6/2/29
Carbetocin,NA,Senegal,MNCH,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,pregnancy,Treatment of Postpartum haemorrhage (PPH),New Chemical Entity,NA,NA,NA,NA,NA,NA,Completed,6/24/21,Phase 4,NA,6/24/21,Gilead,25000000,39400000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/24/21,NA,NA,2/5/24,6/1/24,6/2/29
Carbetocin,NA,South Africa,MNCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,pregnancy,Treatment of Postpartum haemorrhage (PPH),New Chemical Entity,NA,NA,NA,NA,NA,NA,Completed,6/24/21,Phase 4,NA,6/24/21,Gilead,25000000,39400000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/24/21,NA,NA,2/5/24,6/1/24,6/2/29
Carbetocin,NA,WHO,MNCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,pregnancy,Treatment of Postpartum haemorrhage (PPH),New Chemical Entity,NA,NA,NA,NA,NA,NA,Completed,6/24/21,Phase 4,NA,6/24/21,Gilead,25000000,39400000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/24/21,NA,NA,2/5/24,6/1/24,6/2/29
Carboprost,NA,Kenya,MNCH,NA,No,NA,Yes,NA,CE_IVD,NA,NA,NA,Therapeutic,Prostaglandin F2α analogue uterotonic,pregnancy,Treatment of Postpartum haemorrhage (PPH) and second trimester medical abortion,NA,NA,NA,NA,NA,NA,NA,Completed,10/16/25,Phase 4,NA,10/16/25,"TAUNS Laboratories, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/16/25,NA,NA,5/29/28,9/23/28,9/24/33
Carboprost,NA,Senegal,MNCH,NA,Yes,NA,Yes,NA,CE_IVD,NA,NA,NA,Therapeutic,Prostaglandin F2α analogue uterotonic,pregnancy,Treatment of Postpartum haemorrhage (PPH) and second trimester medical abortion,NA,NA,NA,NA,NA,NA,NA,Completed,10/16/25,Phase 4,NA,10/16/25,"TAUNS Laboratories, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/16/25,NA,NA,5/29/28,9/23/28,9/24/33
Carboprost,NA,South Africa,MNCH,NA,NA,NA,Yes,NA,CE_IVD,NA,NA,NA,Therapeutic,Prostaglandin F2α analogue uterotonic,pregnancy,Treatment of Postpartum haemorrhage (PPH) and second trimester medical abortion,NA,NA,NA,NA,NA,NA,NA,Completed,10/16/25,Phase 4,NA,10/16/25,"TAUNS Laboratories, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/16/25,NA,NA,5/29/28,9/23/28,9/24/33
Carboprost,NA,WHO,MNCH,NA,NA,NA,Yes,NA,CE_IVD,NA,NA,NA,Therapeutic,Prostaglandin F2α analogue uterotonic,pregnancy,Treatment of Postpartum haemorrhage (PPH) and second trimester medical abortion,NA,NA,NA,NA,NA,NA,NA,Completed,10/16/25,Phase 4,NA,10/16/25,"TAUNS Laboratories, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/16/25,NA,NA,5/29/28,9/23/28,9/24/33
Care Start G6PD Biosensor Analyser,NA,Kenya,MNCH,NA,No,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Electrochemical biosensor analyzer for quantitative G6PD enzyme activity,pregnancy,Preeclampsia/eclampsia (PE/E),NA,NA,NA,NA,NA,Completed,NA,NA,NA,Phase 3,NA,NA,Perrigo (Previously Elan Corporation); Provec,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Care Start G6PD Biosensor Analyser,NA,Senegal,MNCH,NA,No,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Electrochemical biosensor analyzer for quantitative G6PD enzyme activity,pregnancy,Preeclampsia/eclampsia (PE/E),NA,NA,NA,NA,NA,Completed,NA,NA,NA,Phase 3,NA,NA,Perrigo (Previously Elan Corporation); Provec,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Care Start G6PD Biosensor Analyser,NA,South Africa,MNCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Electrochemical biosensor analyzer for quantitative G6PD enzyme activity,pregnancy,Preeclampsia/eclampsia (PE/E),NA,NA,NA,NA,NA,Completed,NA,NA,NA,Phase 3,NA,NA,Perrigo (Previously Elan Corporation); Provec,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Care Start G6PD Biosensor Analyser,NA,WHO,MNCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Electrochemical biosensor analyzer for quantitative G6PD enzyme activity,pregnancy,Preeclampsia/eclampsia (PE/E),NA,NA,NA,NA,NA,Completed,NA,NA,NA,Phase 3,NA,NA,Perrigo (Previously Elan Corporation); Provec,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CareStart G6PD screening Test,NA,Kenya,MNCH,NA,No,NA,Yes,7/4/22,WHO_PQ,NA,NA,NA,Diagnostic,Qualitative lateral-flow rapid diagnostic test (RDT),pregnancy,Postpartum haemorrhage (PPH),NA,NA,NA,NA,NA,NA,NA,Completed,NA,Phase 4,Post-Marketing,NA,Ferring Pharmaceuticals,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,7/4/22,7/4/22,7/4/22,7/4/22,7/4/27
CareStart G6PD screening Test,NA,Senegal,MNCH,NA,No,NA,Yes,7/4/22,WHO_PQ,NA,NA,NA,Diagnostic,Qualitative lateral-flow rapid diagnostic test (RDT),pregnancy,Postpartum haemorrhage (PPH),NA,NA,NA,NA,NA,NA,NA,Completed,NA,Phase 4,Post-Marketing,NA,Ferring Pharmaceuticals,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,7/4/22,7/4/22,7/4/22,7/4/22,7/4/27
CareStart G6PD screening Test,NA,South Africa,MNCH,NA,NA,NA,Yes,7/4/22,WHO_PQ,NA,NA,NA,Diagnostic,Qualitative lateral-flow rapid diagnostic test (RDT),pregnancy,Postpartum haemorrhage (PPH),NA,NA,NA,NA,NA,NA,NA,Completed,NA,Phase 4,Post-Marketing,NA,Ferring Pharmaceuticals,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,7/4/22,7/4/22,7/4/22,7/4/22,7/4/27
CareStart G6PD screening Test,NA,WHO,MNCH,NA,NA,NA,Yes,7/4/22,WHO_PQ,NA,NA,NA,Diagnostic,Qualitative lateral-flow rapid diagnostic test (RDT),pregnancy,Postpartum haemorrhage (PPH),NA,NA,NA,NA,NA,NA,NA,Completed,NA,Phase 4,Post-Marketing,NA,Ferring Pharmaceuticals,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,7/4/22,7/4/22,7/4/22,7/4/22,7/4/27
CareStart Malaria HRP2/pLDH (Pf/Pv) COMBO,NA,Kenya,Malaria,NA,No,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Diagnostic,Immunochromatographic (lateral-flow) malaria RDT,all ages malaria,Differentiation of Plasmodium Falciparum from Plasmodium Vivax,NA,NA,NA,NA,NA,NA,NA,Completed,5/28/15,Phase 4,NA,5/28/15,Access Bio,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
CareStart Malaria HRP2/pLDH (Pf/Pv) COMBO,NA,Senegal,Malaria,NA,No,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Diagnostic,Immunochromatographic (lateral-flow) malaria RDT,all ages malaria,Differentiation of Plasmodium Falciparum from Plasmodium Vivax,NA,NA,NA,NA,NA,NA,NA,Completed,5/28/15,Phase 4,NA,5/28/15,Access Bio,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
CareStart Malaria HRP2/pLDH (Pf/Pv) COMBO,NA,South Africa,Malaria,NA,NA,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Diagnostic,Immunochromatographic (lateral-flow) malaria RDT,all ages malaria,Differentiation of Plasmodium Falciparum from Plasmodium Vivax,NA,NA,NA,NA,NA,NA,NA,Completed,5/28/15,Phase 4,NA,5/28/15,Access Bio,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
CareStart Malaria HRP2/pLDH (Pf/Pv) COMBO,NA,WHO,Malaria,NA,NA,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Diagnostic,Immunochromatographic (lateral-flow) malaria RDT,all ages malaria,Differentiation of Plasmodium Falciparum from Plasmodium Vivax,NA,NA,NA,NA,NA,NA,NA,Completed,5/28/15,Phase 4,NA,5/28/15,Access Bio,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
CareStart Malaria PAN (pLDH),NA,Kenya,Malaria,NA,No,NA,Yes,6/28/18,WHO_PQ,NA,NA,NA,Diagnostic,Immunochromatographic (lateral-flow) malaria RDT,all ages malaria,"Differentiation of Plasmodium falciparum, Plasmodium vivax, Plasmodium malariae, and Plasmodium ovale",NA,NA,NA,NA,NA,NA,NA,Completed,6/28/18,Phase 4,NA,6/28/18,Access Bio,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/28/18,6/28/18,6/28/18,6/28/18,6/28/18,6/28/23
CareStart Malaria PAN (pLDH),NA,Senegal,Malaria,NA,No,NA,Yes,6/28/18,WHO_PQ,NA,NA,NA,Diagnostic,Immunochromatographic (lateral-flow) malaria RDT,all ages malaria,"Differentiation of Plasmodium falciparum, Plasmodium vivax, Plasmodium malariae, and Plasmodium ovale",NA,NA,NA,NA,NA,NA,NA,Completed,6/28/18,Phase 4,NA,6/28/18,Access Bio,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/28/18,6/28/18,6/28/18,6/28/18,6/28/18,6/28/23
CareStart Malaria PAN (pLDH),NA,South Africa,Malaria,NA,NA,NA,Yes,6/28/18,WHO_PQ,NA,NA,NA,Diagnostic,Immunochromatographic (lateral-flow) malaria RDT,all ages malaria,"Differentiation of Plasmodium falciparum, Plasmodium vivax, Plasmodium malariae, and Plasmodium ovale",NA,NA,NA,NA,NA,NA,NA,Completed,6/28/18,Phase 4,NA,6/28/18,Access Bio,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/28/18,6/28/18,6/28/18,6/28/18,6/28/18,6/28/23
CareStart Malaria PAN (pLDH),NA,WHO,Malaria,NA,NA,NA,Yes,6/28/18,WHO_PQ,NA,NA,NA,Diagnostic,Immunochromatographic (lateral-flow) malaria RDT,all ages malaria,"Differentiation of Plasmodium falciparum, Plasmodium vivax, Plasmodium malariae, and Plasmodium ovale",NA,NA,NA,NA,NA,NA,NA,Completed,6/28/18,Phase 4,NA,6/28/18,Access Bio,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/28/18,6/28/18,6/28/18,6/28/18,6/28/18,6/28/23
CareUS Malaria HRP2/pLDH (Pf/PAN) COMBO,NA,Kenya,Malaria,NA,No,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Diagnostic,Lateral-flow immunochromatographic RDT,all ages malaria,"Differentiation of Plasmodium falciparum, Plasmodium vivax, Plasmodium malariae, and Plasmodium ovale",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,5/28/15,"Access Bio; SD Biosensor, Inc.",20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
CareUS Malaria HRP2/pLDH (Pf/PAN) COMBO,NA,Senegal,Malaria,NA,No,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Diagnostic,Lateral-flow immunochromatographic RDT,all ages malaria,"Differentiation of Plasmodium falciparum, Plasmodium vivax, Plasmodium malariae, and Plasmodium ovale",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,5/28/15,"Access Bio; SD Biosensor, Inc.",20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
CareUS Malaria HRP2/pLDH (Pf/PAN) COMBO,NA,South Africa,Malaria,NA,NA,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Diagnostic,Lateral-flow immunochromatographic RDT,all ages malaria,"Differentiation of Plasmodium falciparum, Plasmodium vivax, Plasmodium malariae, and Plasmodium ovale",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,5/28/15,"Access Bio; SD Biosensor, Inc.",20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
CareUS Malaria HRP2/pLDH (Pf/PAN) COMBO,NA,WHO,Malaria,NA,NA,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Diagnostic,Lateral-flow immunochromatographic RDT,all ages malaria,"Differentiation of Plasmodium falciparum, Plasmodium vivax, Plasmodium malariae, and Plasmodium ovale",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,5/28/15,"Access Bio; SD Biosensor, Inc.",20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
Celecoxib,NA,Kenya,Malaria,NA,No,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Therapeutic,Selective COX-2 inhibitor,adult malaria,"To diagnose one or more human malaria parasite species (P. falciparum, P. vivax, P. malariae, P. ovale)",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,Apacor,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://cowingene.com,NA,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
Celecoxib,NA,Senegal,Malaria,NA,Yes,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Therapeutic,Selective COX-2 inhibitor,adult malaria,"To diagnose one or more human malaria parasite species (P. falciparum, P. vivax, P. malariae, P. ovale)",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,Apacor,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://cowingene.com,NA,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
Celecoxib,NA,South Africa,Malaria,NA,NA,NA,Yes,5/28/15,WHO_PQ,NA,NA,NA,Therapeutic,Selective COX-2 inhibitor,adult malaria,"To diagnose one or more human malaria parasite species (P. falciparum, P. vivax, P. malariae, P. ovale)",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,Apacor,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://cowingene.com,NA,NA,NA,NA,NA,5/28/15,5/28/15,5/28/15,5/28/15,5/27/20
