Innovation,Alternative Names,Category,Disease,Indication,Stage,trial_completion_date,TargetPop,is_on_fda,dates_fda,records_fda,time_to_regulatory_approval,time_approval_to_first_launch,time_launch_to_20lmic,time_to_market,expected_date_of_regulatory_approval,expected_date_of_first_launch,expected_date_of_market,Readiness,LeadOrg,Impact Score,Country,Impact Potential,Disease Burden,Epidemiological impact,Alignment with goals,Cost-effectiveness,Budget Impact,Resource optimization,Introduction Readiness,Financing,Policy,Uptake/Delivery,Probability of technical and regulatory success,Procurement model,Regulatory approvals,Policy readiness,Social context,Guidelines and training,Policy implemented,Advance launch and planning/timeline,Demand forecasting and generation,Potential supply chain,Delivery model,source_file
Cabotegravir - Injectable Suspension (CAB LA),Molecule Z,Drug,hiv,hiv,Phase 3,2023-09-14,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Capable of giving signed informed consent (FLAIR and Sub-study specific informed consent)
* Eligible participants must have been on CAB LA + RPV LA regimen for a minimum of 12 m...",No,2024-02-16,FDA-92809,2.62,0.32,5.0,7.94,2026-04-27,2026-08-22,2031-08-23,26,Pfizer,76,Kenya,53.33333333333334,26,71,26,89,96,12,36,1,2,1,False,True,False,False,False,True,True,True,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Rilpivirine - Injectable Suspension (RPV LA),AltName B,Drug,hiv,hiv,Phase 3,2023-09-14,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Capable of giving signed informed consent (FLAIR and Sub-study specific informed consent)
* Eligible participants must have been on CAB LA + RPV LA regimen for a minimum of 12 m...",No,2024-09-07,FDA-50023,2.62,0.32,5.0,7.94,2026-04-27,2026-08-22,2031-08-23,53,Sanofi,5,Kenya,65.33333333333333,5,73,93,90,94,37,45,0,3,2,False,False,True,False,True,False,True,True,False,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
DTG + 3TC FDC,Molecule Z,Drug,hiv,hiv,Phase 3,2024-09-30,"Sex: ALL; Age: >12 Years; Criteria: Inclusion Criteria:

* HIV-1 infected adolescents \>=12 to \<18 years of age at the time of signing the informed consent form.
* Weight \>=25 kg at the time of signing the informed consent form.
* Scr...",Yes,2024-12-28,FDA-11412,2.62,0.32,5.0,7.94,2027-05-14,2027-09-08,2032-09-08,85,Bayer,4,Senegal,48.83333333333334,67,32,90,12,74,18,73,1,4,3,True,False,True,True,True,True,False,True,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Dolutegravir (DTG),TradeName X,Drug,hiv,hiv,Phase 4,2021-01-05,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV-1 infection, documented by:

  * a licensed rapid HIV test or HIV enzyme or chemiluminescence immunoassay (E/CIA) test kit at any time prior to study entry and confirmed by ...",No,2021-07-16,FDA-10416,0.56,0.15,3.5,4.21,2021-07-28,2021-09-21,2025-03-22,48,GSK,58,Kenya,29.33333333333333,52,5,1,38,1,79,64,2,3,2,True,True,False,True,True,False,True,False,True,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Maraviroc (MVC),Comp Beta,Drug,hiv,hiv,Phase 4,2021-01-05,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV-1 infection, documented by:

  * a licensed rapid HIV test or HIV enzyme or chemiluminescence immunoassay (E/CIA) test kit at any time prior to study entry and confirmed by ...",No,2021-06-06,FDA-85777,0.56,0.15,3.5,4.21,2021-07-28,2021-09-21,2025-03-22,44,Merck,3,Senegal,50.66666666666666,42,19,92,89,21,41,64,2,3,2,True,True,True,True,True,False,False,True,False,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
VH4524184,AltName B,Drug,hiv,hiv,Phase 2,2024-06-12,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Participant must be 18 to 65 years of age inclusive at the time of signing the informed consent.
* Participants who are overtly healthy (other than HIV infection) as determined ...",No,2024-10-29,FDA-11724,4.41,0.98,21.0,26.39,2028-11-08,2029-11-01,2050-11-01,94,Merck,64,Kenya,54.33333333333334,34,57,86,68,39,42,64,1,3,3,False,True,False,True,False,True,True,False,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Antiretroviral therapy,Comp Beta,Drug,hiv,hiv,Phase 2,2024-06-12,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Participant must be 18 to 65 years of age inclusive at the time of signing the informed consent.
* Participants who are overtly healthy (other than HIV infection) as determined ...",No,2025-01-19,FDA-59029,4.41,0.98,21.0,26.39,2028-11-08,2029-11-01,2050-11-01,1,AstraZeneca,73,Senegal,63.33333333333334,85,35,41,86,50,83,64,1,3,3,True,False,True,True,False,False,True,True,True,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Atazanavir,AltName A,Drug,hiv,hiv,Phase 3,2013-01-22,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria

\- Signed Written Informed Consent.

i) Freely given informed consent must be obtained from subjects prior to clinical trial participation, including informed consent for any scree...",No,2013-04-25,FDA-75596,2.62,0.32,5.0,7.94,2015-09-05,2015-12-31,2020-12-31,27,Pfizer,50,Senegal,62.5,55,71,56,67,88,38,55,1,3,2,True,False,False,True,True,True,False,False,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Ritonavir,TradeName X,Drug,hiv,hiv,Phase 3,2013-01-22,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria

\- Signed Written Informed Consent.

i) Freely given informed consent must be obtained from subjects prior to clinical trial participation, including informed consent for any scree...",Yes,2013-05-23,FDA-74051,2.62,0.32,5.0,7.94,2015-09-05,2015-12-31,2020-12-31,27,J&J,12,South Africa,57.5,76,30,80,94,60,5,27,0,1,2,False,False,False,True,False,False,False,False,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Lamivudine,AltName A,Drug,hiv,hiv,Phase 3,2013-01-22,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria

\- Signed Written Informed Consent.

i) Freely given informed consent must be obtained from subjects prior to clinical trial participation, including informed consent for any scree...",Yes,2014-01-09,FDA-13561,2.62,0.32,5.0,7.94,2015-09-05,2015-12-31,2020-12-31,61,Sanofi,54,Senegal,21.16666666666667,34,32,4,17,22,18,64,2,4,1,True,True,True,False,True,True,True,False,False,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Tenofovir/Emtricitabine,Molecule Z,Drug,hiv,hiv,Phase 3,2013-01-22,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria

\- Signed Written Informed Consent.

i) Freely given informed consent must be obtained from subjects prior to clinical trial participation, including informed consent for any scree...",Yes,2013-12-09,FDA-80113,2.62,0.32,5.0,7.94,2015-09-05,2015-12-31,2020-12-31,13,Bayer,65,Senegal,45.5,30,70,100,67,1,5,64,1,5,1,True,False,True,True,True,True,True,False,False,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Duloxetine,TradeName X,Drug,hiv,hiv,Phase 2,2010-12-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV infected
* HIV-associated neuropathy
* Able and willing to provide informed consent
* Successful completion of a daily baseline pain diary over 1 week immediately prior to e...",Yes,2011-03-30,FDA-13485,4.41,0.98,21.0,26.39,2015-04-29,2016-04-21,2037-04-21,34,Merck,75,Overall,52.0,16,50,35,38,87,86,64,0,4,3,False,False,True,True,True,True,False,True,True,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Methadone,Comp Beta,Drug,hiv,hiv,Phase 2,2010-12-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV infected
* HIV-associated neuropathy
* Able and willing to provide informed consent
* Successful completion of a daily baseline pain diary over 1 week immediately prior to e...",Yes,2011-06-19,FDA-31570,4.41,0.98,21.0,26.39,2015-04-29,2016-04-21,2037-04-21,99,Gilead,99,Senegal,41.16666666666666,6,78,28,45,59,31,36,0,2,2,False,False,False,False,False,True,True,False,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Interleukin 2,AltName B,Drug,hiv,hiv,Phase 2,2007-12-01,"Sex: ALL; Age: >18 Years; Criteria: * INCLUSION CRITERIA:

Age greater than or equal to 18 years.

HIV-1 infection confirmed by ELISA and Western Blot before screening.

Category A or B HIV-1 infection.

Antiretroviral treatment:

* sta...",Yes,2008-08-21,FDA-89483,4.41,0.98,21.0,26.39,2012-04-28,2013-04-21,2034-04-21,44,Merck,31,Kenya,46.66666666666666,72,63,31,4,57,53,45,0,4,1,False,False,True,True,False,True,True,False,False,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
HAART,Product Alpha,Drug,hiv,hiv,Phase 2,2007-12-01,"Sex: ALL; Age: >18 Years; Criteria: * INCLUSION CRITERIA:

Age greater than or equal to 18 years.

HIV-1 infection confirmed by ELISA and Western Blot before screening.

Category A or B HIV-1 infection.

Antiretroviral treatment:

* sta...",Yes,2008-03-16,FDA-96569,4.41,0.98,21.0,26.39,2012-04-28,2013-04-21,2034-04-21,61,Gilead,31,Kenya,48.66666666666666,2,66,71,64,30,59,27,2,1,0,True,True,False,False,True,False,False,False,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Treatment interruption,GenName Y,Drug,hiv,hiv,Phase 2,2007-12-01,"Sex: ALL; Age: >18 Years; Criteria: * INCLUSION CRITERIA:

Age greater than or equal to 18 years.

HIV-1 infection confirmed by ELISA and Western Blot before screening.

Category A or B HIV-1 infection.

Antiretroviral treatment:

* sta...",Yes,2008-05-23,FDA-31503,4.41,0.98,21.0,26.39,2012-04-28,2013-04-21,2034-04-21,39,Bayer,44,Overall,59.0,21,89,60,90,20,74,55,0,4,2,False,False,True,False,True,True,True,False,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Lopinavir / ritonavir,Product Alpha,Drug,hiv,hiv,Phase 4,2013-08-01,"Sex: ALL; Age: >16 Years; Criteria: Second-Line main study identifier: NCT00931463

Inclusion Criteria:

1. HIV-1 positive by licensed diagnostic test
2. Aged 16 years or older (or minimum age as determined by local regulations or as le...",Yes,2013-11-08,FDA-84830,0.56,0.15,3.5,4.21,2014-02-21,2014-04-17,2017-10-16,35,Novartis,84,Overall,45.16666666666666,17,45,8,75,30,96,55,0,3,3,False,False,True,True,True,False,False,True,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
2-3N(t)RTI,Product Alpha,Drug,hiv,hiv,Phase 4,2013-08-01,"Sex: ALL; Age: >16 Years; Criteria: Second-Line main study identifier: NCT00931463

Inclusion Criteria:

1. HIV-1 positive by licensed diagnostic test
2. Aged 16 years or older (or minimum age as determined by local regulations or as le...",No,2014-05-13,FDA-48416,0.56,0.15,3.5,4.21,2014-02-21,2014-04-17,2017-10-16,2,GSK,82,South Africa,44.33333333333334,50,99,0,16,23,78,36,0,2,2,False,False,False,True,False,False,True,False,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
raltegravir,Product Alpha,Drug,hiv,hiv,Phase 4,2013-08-01,"Sex: ALL; Age: >16 Years; Criteria: Second-Line main study identifier: NCT00931463

Inclusion Criteria:

1. HIV-1 positive by licensed diagnostic test
2. Aged 16 years or older (or minimum age as determined by local regulations or as le...",Yes,2014-01-04,FDA-63887,0.56,0.15,3.5,4.21,2014-02-21,2014-04-17,2017-10-16,72,Bayer,14,Kenya,23.16666666666667,35,18,45,9,27,5,45,2,1,2,True,True,False,False,False,False,True,False,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
co-formulated 25mg TAF/ 200mg FTC,Molecule Z,Drug,hiv,hiv,Phase 3,2023-12-19,"Sex: FEMALE; Age: >18 Years; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

* Age ≥18 and ≤30 years old
* Willing to undergo urine pregnancy tests
* Has understood the information provided and has provided written informed consent before any study-related...",Yes,2024-02-17,FDA-10874,2.62,0.32,5.0,7.94,2026-08-01,2026-11-26,2031-11-27,45,Gilead,5,Senegal,48.16666666666666,17,64,54,78,15,61,73,2,4,2,True,True,True,False,True,True,True,True,False,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
ABC/DTG/3TC FDC,GenName Y,Drug,hiv,hiv,Phase 3,2015-12-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Be able to understand and comply with protocol requirements, instructions, and restrictions;
* Be likely to complete the study as planned;
* Be considered appropriate candidates...",Yes,2016-02-08,FDA-26089,2.62,0.32,5.0,7.94,2018-07-14,2018-11-08,2023-11-09,71,Bayer,97,Overall,57.66666666666666,40,3,58,91,69,85,64,1,5,1,False,True,True,True,True,True,True,False,True,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Ongoing cART regimen,Comp Beta,Drug,hiv,hiv,Phase 3,2015-12-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Be able to understand and comply with protocol requirements, instructions, and restrictions;
* Be likely to complete the study as planned;
* Be considered appropriate candidates...",Yes,2016-04-01,FDA-47218,2.62,0.32,5.0,7.94,2018-07-14,2018-11-08,2023-11-09,95,Pfizer,56,Senegal,51.0,17,42,60,56,67,64,27,1,2,0,False,True,True,False,True,False,False,False,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Rillus®,AltName B,Drug,hiv,hiv,Phase 2,2018-12-27,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV patient with immunological non-responder status which defined as:
* first line antiretroviral therapy (ART) treated for minimal 6 months
* CD4+ level between 200-410 cell/μL...",No,2019-03-23,FDA-68882,4.41,0.98,21.0,26.39,2023-05-25,2024-05-17,2045-05-17,4,Novartis,49,Kenya,49.5,21,39,50,99,15,73,55,2,1,3,True,True,False,False,True,False,False,True,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Escitalopram,TradeName X,Drug,hiv,hiv,Phase 4,2022-03-31,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

1. Men and women aged 18-70 years, of any race and ethnicity,
2. HIV-seropositive by ELISA and Western Blot assays, infected by behavioral transmission (perinatal HIV excluded),
3...",No,2022-07-31,FDA-13319,0.56,0.15,3.5,4.21,2022-10-21,2022-12-15,2026-06-15,18,Gilead,6,South Africa,58.16666666666666,16,96,94,48,66,29,82,1,4,4,True,False,False,True,True,True,True,True,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
tipranavir,Comp Beta,Drug,hiv,hiv,Phase 3,,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

Main inclusion criteria for the study are:

1. HIV-1 infected adults, men and women at least 18 years of age.
2. 3-class (nucleoside reverse transcriptase inhibitor (NRTI), non-nu...",No,2026-05-23,FDA-89365,2.62,0.32,5.0,7.94,,,,59,GSK,28,South Africa,59.16666666666666,43,37,66,37,75,97,55,0,3,3,False,False,True,False,True,True,False,False,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
ritonavir,TradeName X,Drug,hiv,hiv,Phase 3,,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

Main inclusion criteria for the study are:

1. HIV-1 infected adults, men and women at least 18 years of age.
2. 3-class (nucleoside reverse transcriptase inhibitor (NRTI), non-nu...",No,2026-10-06,FDA-35008,2.62,0.32,5.0,7.94,,,,13,J&J,92,South Africa,44.5,76,31,60,4,32,64,55,2,2,2,True,True,True,False,True,False,False,False,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Optimized Background Regimen (OBR),AltName B,Drug,hiv,hiv,Phase 3,,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

Main inclusion criteria for the study are:

1. HIV-1 infected adults, men and women at least 18 years of age.
2. 3-class (nucleoside reverse transcriptase inhibitor (NRTI), non-nu...",Yes,2026-02-23,FDA-64874,2.62,0.32,5.0,7.94,,,,79,J&J,60,Senegal,34.0,86,28,10,5,5,70,91,1,5,4,True,False,True,True,True,True,True,True,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Atazanavir powder,TradeName X,Drug,hiv,hiv,Phase 3,2017-09-11,"Sex: ALL; Age: >3 Months; Criteria: Key Inclusion Criteria:

* Confirmed human immunodeficiency virus (HIV)-1 infection diagnosed by a positive virologic test result on 2 separate occasions by:

  * HIV DNA polymerase chain reaction
  *...",Yes,2018-07-07,FDA-68578,2.62,0.32,5.0,7.94,2020-04-24,2020-08-19,2025-08-20,43,GSK,23,Kenya,69.83333333333333,84,98,60,76,94,7,45,2,0,3,True,True,False,False,False,False,False,False,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Ritonavir oral solution,Product Alpha,Drug,hiv,hiv,Phase 3,2017-09-11,"Sex: ALL; Age: >3 Months; Criteria: Key Inclusion Criteria:

* Confirmed human immunodeficiency virus (HIV)-1 infection diagnosed by a positive virologic test result on 2 separate occasions by:

  * HIV DNA polymerase chain reaction
  *...",Yes,2017-11-15,FDA-79619,2.62,0.32,5.0,7.94,2020-04-24,2020-08-19,2025-08-20,25,AstraZeneca,99,South Africa,63.83333333333334,96,56,65,59,99,8,73,1,4,3,False,True,True,True,True,False,True,True,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Atazanavir capsules,GenName Y,Drug,hiv,hiv,Phase 3,2017-09-11,"Sex: ALL; Age: >3 Months; Criteria: Key Inclusion Criteria:

* Confirmed human immunodeficiency virus (HIV)-1 infection diagnosed by a positive virologic test result on 2 separate occasions by:

  * HIV DNA polymerase chain reaction
  *...",No,2018-05-19,FDA-19399,2.62,0.32,5.0,7.94,2020-04-24,2020-08-19,2025-08-20,25,Gilead,63,South Africa,61.0,84,71,96,83,6,26,73,1,3,4,False,True,True,False,False,True,True,True,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Ritonavir capsules,TradeName X,Drug,hiv,hiv,Phase 3,2017-09-11,"Sex: ALL; Age: >3 Months; Criteria: Key Inclusion Criteria:

* Confirmed human immunodeficiency virus (HIV)-1 infection diagnosed by a positive virologic test result on 2 separate occasions by:

  * HIV DNA polymerase chain reaction
  *...",No,2017-12-24,FDA-41740,2.62,0.32,5.0,7.94,2020-04-24,2020-08-19,2025-08-20,2,Sanofi,82,Senegal,63.83333333333334,25,89,64,45,91,69,64,0,4,3,False,False,True,True,True,True,False,True,True,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
"Naltrexone, 50mg, once per day for 4 months",Molecule Z,Drug,hiv,hiv,Phase 2,2012-10-01,"Sex: FEMALE; Age: >18 Years; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

* Hazardous drinking: defined by the NIAAA as either of the following:

  1. binge drinking (4 or more drinks per occasion at least twice monthly), (NIAAA 2005) - OR
  2. high qua...",No,2013-09-12,FDA-74455,4.41,0.98,21.0,26.39,2017-02-27,2018-02-20,2039-02-20,26,GSK,56,Kenya,57.5,7,74,58,93,77,36,55,1,2,3,False,True,True,False,True,False,False,True,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Zidovudine,Molecule Z,Drug,hiv,hiv,Phase 3,2011-02-01,"Sex: ALL; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

Infants who meet all of the following criteria are eligible for the study:

* Mother known to be HIV-1-infected prior to labor or identified at the time of labor or \<48 hours pos...",Yes,2011-07-16,FDA-67592,2.62,0.32,5.0,7.94,2013-09-14,2014-01-09,2019-01-10,40,Bayer,97,Overall,19.5,60,2,3,23,3,26,55,2,3,1,True,True,True,False,False,True,True,False,False,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Nevirapine (NVP),Comp Beta,Drug,hiv,hiv,Phase 3,2011-02-01,"Sex: ALL; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

Infants who meet all of the following criteria are eligible for the study:

* Mother known to be HIV-1-infected prior to labor or identified at the time of labor or \<48 hours pos...",No,2011-11-26,FDA-89637,2.62,0.32,5.0,7.94,2013-09-14,2014-01-09,2019-01-10,21,Sanofi,31,Senegal,44.16666666666666,58,35,20,91,50,11,55,1,2,3,False,True,True,True,False,False,False,True,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Epivir (3TC),TradeName X,Drug,hiv,hiv,Phase 3,2011-02-01,"Sex: ALL; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

Infants who meet all of the following criteria are eligible for the study:

* Mother known to be HIV-1-infected prior to labor or identified at the time of labor or \<48 hours pos...",Yes,2011-05-28,FDA-66586,2.62,0.32,5.0,7.94,2013-09-14,2014-01-09,2019-01-10,49,J&J,26,South Africa,48.66666666666666,72,35,11,87,85,2,64,1,4,2,True,False,True,False,True,True,True,True,False,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Nelfinavir (NFV),GenName Y,Drug,hiv,hiv,Phase 3,2011-02-01,"Sex: ALL; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

Infants who meet all of the following criteria are eligible for the study:

* Mother known to be HIV-1-infected prior to labor or identified at the time of labor or \<48 hours pos...",No,2011-05-26,FDA-65392,2.62,0.32,5.0,7.94,2013-09-14,2014-01-09,2019-01-10,81,Pfizer,84,Senegal,42.83333333333334,23,66,18,47,10,93,45,2,1,2,True,True,False,False,False,True,False,False,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Herpes Zoster Vaccine GSK1437173A,Comp Beta,Biological,hiv,hiv,Phase 2,2013-05-14,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Subjects who the investigator believes that they can and will comply with the requirements of the protocol;
* Male and female subjects at least 18 years old at the time of vacci...",Yes,2013-11-06,FDA-17020,4.41,0.98,21.0,26.39,2017-10-10,2018-10-03,2039-10-03,74,Novartis,33,Senegal,70.66666666666667,93,91,43,37,99,61,45,0,3,2,False,False,True,True,False,True,False,True,False,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
