Innovation,Alternative Names,Category,Disease,Indication,Stage,trial_completion_date,TargetPop,is_on_fda,dates_fda,records_fda,time_to_regulatory_approval,time_approval_to_first_launch,time_launch_to_20lmic,time_to_market,expected_date_of_regulatory_approval,expected_date_of_first_launch,expected_date_of_market,Readiness,LeadOrg,Impact Score,Country,Impact Potential,Disease Burden,Epidemiological impact,Alignment with goals,Cost-effectiveness,Budget Impact,Resource optimization,Introduction Readiness,Financing,Policy,Uptake/Delivery,Probability of technical and regulatory success,Procurement model,Regulatory approvals,Policy readiness,Social context,Guidelines and training,Policy implemented,Advance launch and planning/timeline,Demand forecasting and generation,Potential supply chain,Delivery model
Menactra,AltName B,Biological,Malaria,Malaria,Phase 2,2022-10-31,"Sex: ALL; Age: >1 Year; Criteria: * INCLUSION CRITERIA FOR GROUPS 1,2,3:

All of the following criteria must be fulfilled for a volunteer to participate in this trial:

1. Meets age requirements for Arm currently being enrolled.
2. Av...",Yes,2023-10-12,FDA-58549,4.41,0.98,21,26.39,2027-03-29,2028-03-21,2049-03-21,21,Bayer,82,Kenya,47.83333333,6,87,35,91,18,50,36,1,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
AVAXIM,TradeName X,Biological,Malaria,Malaria,Phase 2,2022-10-31,"Sex: ALL; Age: >1 Year; Criteria: * INCLUSION CRITERIA FOR GROUPS 1,2,3:

All of the following criteria must be fulfilled for a volunteer to participate in this trial:

1. Meets age requirements for Arm currently being enrolled.
2. Av...",No,2023-01-28,FDA-63452,4.41,0.98,21,26.39,2027-03-29,2028-03-21,2049-03-21,97,GSK,61,Kenya,29,7,20,47,33,27,40,45,1,3,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Amodiaquine,Comp Beta,Drug,Malaria,Malaria,Phase 2,2015-07-01,"Sex: ALL; Age: >2 Years; Criteria: * INCLUSION CRITERIA

  1. Age 2 to 10 years, inclusive
  2. Resident of Kenieroba
  3. Uncomplicated malaria\*
  4. P. falciparum density 10,000 70,000/micro L, inclusive
  5. Willingness to particip...",Yes,2016-01-05,FDA-24734,4.41,0.98,21,26.39,2019-11-27,2020-11-19,2041-11-19,1,Sanofi,76,South Africa,55.33333333,18,95,14,65,69,71,45,0,5,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Actidose Aqua,Product Alpha,Drug,Malaria,Malaria,Phase 2,2015-07-01,"Sex: ALL; Age: >2 Years; Criteria: * INCLUSION CRITERIA

  1. Age 2 to 10 years, inclusive
  2. Resident of Kenieroba
  3. Uncomplicated malaria\*
  4. P. falciparum density 10,000 70,000/micro L, inclusive
  5. Willingness to particip...",Yes,2016-04-10,FDA-94706,4.41,0.98,21,26.39,2019-11-27,2020-11-19,2041-11-19,89,Gilead,45,Senegal,54,75,89,65,14,25,56,45,1,3,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
L9LS (VRC-MALMAB0114-00-AB),AltName B,Biological,Malaria,Malaria,Phase 2,2024-02-11,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

1. Females aged ³18 and ²49 years and weighing ³ 45.0 and ² 90.0 kg.
2. Males aged ³18 and ²55 years and weighing ³ 50.0 and ² 100.0 kg.
3. Able to provide proof of identity to th...",No,2024-11-14,FDA-61951,4.41,0.98,21,26.39,2028-07-09,2029-07-02,2050-07-02,24,Merck,33,Overall,47.83333333,18,89,2,81,53,44,82,2,3,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Artefenomel (OZ439),Product Alpha,Drug,Malaria,Malaria,Phase 2,2019-11-06,"Sex: ALL; Age: >14 Years; Criteria: Inclusion criteria :

Participants (14-69 years old inclusive) with body weight within 35 and 90 kilograms (kg), with uncomplicated Plasmodium falciparum (P. falciparum) malaria, with a fever as defin...",No,2019-12-07,FDA-58535,4.41,0.98,21,26.39,2024-04-03,2025-03-27,2046-03-27,61,Novartis,41,Senegal,54.16666667,3,17,83,67,80,75,64,1,3,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Ferroquine (SSR97193),TradeName X,Drug,Malaria,Malaria,Phase 2,2019-11-06,"Sex: ALL; Age: >14 Years; Criteria: Inclusion criteria :

Participants (14-69 years old inclusive) with body weight within 35 and 90 kilograms (kg), with uncomplicated Plasmodium falciparum (P. falciparum) malaria, with a fever as defin...",No,2020-10-24,FDA-88652,4.41,0.98,21,26.39,2024-04-03,2025-03-27,2046-03-27,44,Bayer,27,Overall,45.16666667,32,30,86,28,0,95,55,1,3,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
GSK257049 Dosage 2,Comp Beta,Biological,Malaria,Malaria,Phase 2,2014-12-16,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

Inclusion criteria for enrolment to the primary phase:

* Subjects who, in the opinion of the investigator, can and will comply with the requirements of the protocol.
* A male or ...",No,2015-04-01,FDA-98114,4.41,0.98,21,26.39,2019-05-14,2020-05-06,2041-05-06,85,Sanofi,12,Kenya,53.33333333,28,59,77,25,84,47,45,0,1,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
GSK257049 Dosage 1,Product Alpha,Biological,Malaria,Malaria,Phase 2,2014-12-16,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

Inclusion criteria for enrolment to the primary phase:

* Subjects who, in the opinion of the investigator, can and will comply with the requirements of the protocol.
* A male or ...",Yes,2015-01-28,FDA-40431,4.41,0.98,21,26.39,2019-05-14,2020-05-06,2041-05-06,21,GSK,86,Overall,50.33333333,11,74,62,53,17,85,55,0,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Rabies vaccine,TradeName X,Biological,Malaria,Malaria,Phase 2,2022-11-14,"Sex: ALL; Age: >5 Months; Criteria: Inclusion Criteria:

* Participants' parent(s)/LAR(s) who, in the opinion of the investigator, can and will comply with the requirements of the protocol (e.g. return for follow-up visits).
* Signed or...",Yes,2023-08-23,FDA-62889,4.41,0.98,21,26.39,2027-04-12,2028-04-04,2049-04-04,60,Sanofi,85,Senegal,51.5,4,91,89,52,48,25,64,2,3,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"RTS,S/AS01E (1/5th dose)",AltName A,Biological,Malaria,Malaria,Phase 2,2022-11-14,"Sex: ALL; Age: >5 Months; Criteria: Inclusion Criteria:

* Participants' parent(s)/LAR(s) who, in the opinion of the investigator, can and will comply with the requirements of the protocol (e.g. return for follow-up visits).
* Signed or...",Yes,2023-06-07,FDA-73486,4.41,0.98,21,26.39,2027-04-12,2028-04-04,2049-04-04,33,AstraZeneca,1,Overall,41.83333333,94,30,18,33,7,69,64,2,2,3,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
pyronaridine/artesunate,Product Alpha,Drug,Malaria,Malaria,Phase 2,2006-04-01,"Sex: ALL; Age: >15 Years; Criteria: Inclusion Criteria:

1. Male or female patients between the age of 15 and 60 years of age inclusive
2. Written informed consent, in accordance with local practice, provided by patient and/or parent/gu...",Yes,2006-10-13,FDA-54580,4.41,0.98,21,26.39,2010-08-28,2011-08-21,2032-08-20,47,GSK,14,Kenya,44.16666667,99,7,82,6,71,0,36,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
R21/Matrix-M1,GenName Y,Biological,Malaria,Malaria,Phase 2,2017-02-15,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

The volunteer must satisfy all the following criteria to be eligible for the study:

* Healthy adults ages 18 to 45 years.
* Willingness to remain in study area for the period of ...",Yes,2017-10-08,FDA-72076,4.41,0.98,21,26.39,2021-07-14,2022-07-07,2043-07-07,4,Gilead,17,South Africa,34.83333333,48,27,82,5,18,29,45,1,2,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Falciparum Malaria Protein 11 with AS01B adjuvant.,Molecule Z,Biological,Malaria,Malaria,Phase 2,2007-04-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* A male or non-pregnant female 18 to 50 years of age (inclusive) at the time of screening.
* Written informed consent obtained from the subject before screening procedures.
* Fre...",No,2007-07-28,FDA-94558,4.41,0.98,21,26.39,2011-08-28,2012-08-20,2033-08-20,16,Merck,77,Overall,34,7,13,61,55,22,46,64,2,2,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"Malaria Vaccine RTS,S/AS01E",AltName B,Biological,Malaria,Malaria,Phase 2,2022-08-17,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Provision of signed or thumb printed and dated informed consent form
* Stated willingness to comply with all study procedures and availability for the duration of the study
* Ma...",No,2023-08-01,FDA-49352,4.41,0.98,21,26.39,2027-01-13,2028-01-06,2049-01-05,30,Bayer,59,Overall,53.33333333,84,30,86,72,1,47,45,0,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
