innovation,alternative_names,category,technology,disease,target_population,indication,archetype,trial_status,Other_trial_status,date_trial_status,Other_trial_dates,nra_Kenya,nra_Senegal,nra_South_Africa,eml_Kenya,eml_Senegal,eml_South_Africa,nra_other_status,nra_other_date,nra_other_body,nra_note,gra,gra_date,gra_body,gra_note,eml_date,eml_country,eml_note,manufacturer,dalys,disease_prevalence,other_targeted_population,improvement,dalys_averted,deaths_averted,yll,hs_costs,dalys_monetized,prob_success,procurement,reg_approval,policy_readiness,social_context,guidelines,policy_implemented,date_market,country_supply,distribution,delivery_model,efficacy,expected_date_of_regulatory_approval,expected_date_of_first_launch,expected_date_of_market,...55,data_source,time_to_regulatory_approval,time_approval_to_first_launch,time_launch_to_20lmic,country,nra,eml,readiness,financing,impact_potential,introduction_readiness
Chembio DPP HIV 1/2 Assay,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,94.74430877249688,62.29128847364336
Chlorhexidine - Alcoho based,NA,Therapeutic,NA,MNCH,pregnancy,Skin preparation for C-Section,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,47.341719535179436,43.900861027650535
Chlorhexidine - Aquous based - povidone iodine,NA,Therapeutic,NA,MNCH,pregnancy,"Vaginal preparation for C-Section",Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,62.41126365726814,23.653770240955055
Chloroquine/Hydroxychloroquine,NA,Therapeutic,NA,MNCH,pregnancy,IUGR,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Assiut University,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease

https://genoscreen.fr/en",NA,NA,NA,South Africa,No,No,NA,NA,38.196496713208035,49.05937021039426
Cielo ULV,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation against, Very low certainty evidence: WHO suggests not using space spraying for the prevention and control of malaria in children and adults in areas with ongoing malaria transmission; IRS or ITNs should be prioritized instead.",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2019-01-22,WHO_PQ,NA,NA,NA,NA,Clarke International,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-22,2019-05-19,2024-05-18,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Senegal,No,No,NA,NA,15.085487812757492,19.955488885752857
Cipargamin,NA,Therapeutic,NA,Malaria,adult malaria,Uncomplicated malaria treatment and resistance management,New Chemical Entity — Simple,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Novartis,20000000,210000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,78.91665796865709,92.4317950149998
CIS43LS,NA,Diagnostic,NA,Malaria,adult malaria,Prevention of P. falciparum malaria.,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leidos Biomedical Research,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,46.64658228284679,50.278639083728194
Clesrovimab,NA,Diagnostic,NA,MNCH,pregnancy,Prevention of Respiratory syncytial virus (RSV),Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2025-06-08,FDA_US,NA,NA,NA,NA,Merck & Co.,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-06-08,2025-10-03,2030-10-03,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Senegal,No,No,NA,NA,46.62333863321692,66.87299741711468
Clofazimine,NA,Diagnostic,NA,Tuberculosis,adult TB,"BDLLfxC - 6 months regimen - MDR/RR-TB, with or without fluoroquinolone resistance;
BLLfxCZ - 9 months regimen - MDR/RR-TB with confirmed drug susceptibility to fluoroquinolones.",New Chemical Entity — Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://abbott.com,NA,NA,NA,Kenya,No,No,NA,NA,47.23692032741383,25.83765806350857
Clonidine,NA,Diagnostic,NA,MNCH,pregnancy,Treatment of Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Novavax; Onxeo (including Topo Target); Cura,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,South Africa,No,No,NA,NA,93.71369834756479,72.17172375321388
Co-Dx PCR Mycobacterium Tuberculosis Test Kit,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of Mycobacterium TB rifampicin and isoniazid resistance in a single sample,New Chemical Entity — Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,19.998187891906127,75.71313357166946
Coartem®,NA,Therapeutic,NA,Malaria,all ages malaria,"Treatment of uncomplicated P. falciparum malaria in adults and children weighing 15 kg or more (except pregnant women in their first trimester), 3-day cure",Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Novartis; Medicines for Malaria Venture (MMV); Academy of Military Science of the Chinese People's Liberation Army,55000000,250000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://igenesisbioglobal.com,NA,NA,NA,Kenya,No,No,NA,NA,49.41646423540078,95.63066035602242
Coartem® Dispersible,NA,Therapeutic,NA,Malaria,pediatric malaria,"Treatment of uncomplicated P. falciparum malaria in children and infants weighing 5 kg to under 15 kg, 3-day cure",Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Novartis; Medicines for Malaria Venture (MMV),35000000,40000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://generium.ru/en,NA,NA,NA,South Africa,No,No,NA,NA,36.545953353634104,30.01773100346327
"COBAS AmpliPrep/COBAS TaqMan HIV-1 Qualitative Test, version 2.0 (TaqMan 48)",NA,Diagnostic,NA,HIV,pediatric HIV,To diagnose HIV infection in infants < 18 months of age,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,61.36414786800742,67.62263660971075
"COBAS AmpliPrep/COBAS TaqMan HIV-1 Qualitative Test, version 2.0 (TaqMan 96)",NA,Diagnostic,NA,HIV,pediatric HIV,To diagnose HIV infection in infants < 18 months of age,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,Kenya,No,No,NA,NA,94.06147852540016,69.3542865999043
"COBAS AmpliPrep/COBAS TaqMan HIV-1 Test, version 2.0 (TaqMan 48)",NA,Diagnostic,NA,HIV,pediatric HIV,To monitor response to antiretroviral treatment; To diagnose HIV infection in infants < 18 months of age (only if validated by the manufacturer),Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://clinicaltrials.gov/study/NCT02842086,NA,NA,NA,South Africa,No,No,NA,NA,29.426129536004737,68.5529456101358
COBAS HIV-1 Nucleic acid test to use with Cobas 4800 System,NA,Diagnostic,NA,HIV,pediatric HIV,To measure the amount of HIV-1 RNA in the blood and to diagnose HIV infection in infants < 18 months of age (only if validated by the manufacturer),Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,31.59574776305817,64.62669496797025
COBAS HIV-1 Quantitative nucleic acid test for use on the cobas 6800/8800 Systems,NA,Diagnostic,NA,HIV,pediatric HIV,To monitor response to antiretroviral treatment; To diagnose HIV infection in infants < 18 months of age (only if validated by the manufacturer),Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,69.52272608294152,68.64392954856157
COBAS MTB and MTB-RIF/INH,NA,Diagnostic,NA,Tuberculosis,adult TB,Initial diagnostic tests for diagnosis of pulmonary TB with drug-resistance detection,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,90.87986103724688,50.94211268890649
Congo Red Dot Paper Test,NA,Diagnostic,NA,MNCH,pregnancy,Diagnosis of Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not yet,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,59.44951418670826,39.429564813151956
Cowingene Mycobacterium Tuberculosis Detection Kit (NATBox),NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD,NA,NA,NA,NA,"Taizhou Cowingene Biotech Co.,Ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,18.54347838438116,55.77826553490013
CRISPR-TB Point of Care,NA,Diagnostic,NA,Tuberculosis,adult TB,Diagnosis of mycobacterium tuberculosis,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IntelliGenome,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,58.7205542169977,71.0456236563623
Cy-Tb,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,42.77878566063009,80.93316016811877
"Cycloserine Capsules, hard 250mg",NA,Therapeutic,NA,Tuberculosis,adult TB,Treatment of MDR-TB,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,50.32625541323796,76.40998547151685
CyFlow Counter System with CD4 easy count kit and CD4% easy count kit,NA,Diagnostic,NA,HIV,adult HIV,For staging of advanced HIV disease; To monitor response to antiretroviral therapy (in settings where HIV viral load is not available),New Chemical Entity — Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,25.786490879254416,68.56256633345038
CYVAC (R21 Malaria Vaccine),NA,VCPs,NA,Tuberculosis,adult TB,Prevention of tuberculosis,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2023-12-19,WHO-PQ,NA,NA,NA,NA,Serum Institute of India Pvt. Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-19,2024-04-14,2029-04-14,NA,NA,2.62,0.32,5,Senegal,No,No,NA,NA,59.87508448306471,77.97862221673131
Dalteparin,NA,Therapeutic,NA,NA,pregnancy,Prevention of IUGR in pregnant women with Preeclampsia or Eclampsia,Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pﬁzer; Kissei Pharmaceutical Co., Ltd.; Mome",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://en.bioustar.com
https://www.impactglobalhealth.org/data/infectious-disease",NA,NA,NA,Kenya,No,No,NA,NA,50.64547198941,94.97899958770722
Dalteparin - PE/E,NA,Therapeutic,NA,MNCH,pregnancy,Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,33.8226390897762,35.395996909588575
Dapivirine,NA,Therapeutic,NA,HIV,adult HIV,Prevention of HIV infection,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,92.29954006616026,91.69188348762691
Dapivirine vaginal ring (Post-menopase),NA,VCPs,NA,HIV,adult HIV,Prevention of HIV infection,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,23.46527604619041,92.97938657924533
DAR-901,NA,Vaccine,NA,Tuberculosis,adult TB,Prevention of tuberculosis,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,66.26051248516887,56.47296662721783
Darunavir/Ritonavir Tablet,"Darunavir/Ritonavir Tablet, Film-coated 400mg/50mg",Therapeutic,NA,HIV,adult HIV,Treatment of HIV,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,21.266982360975817,52.854313536547124
Darunavir/Ritonavir Tablet,"Darunavir/Ritonavir Tablet, Film-coated 800mg/100mg",Therapeutic,NA,HIV,adult HIV,Treatment of HIV,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,61.83440434047952,33.20106385368854
DeepChek Assay 13-Plex TB Drug-Susceptibility Testing V1,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,83.87968905852176,42.2929975874722
Deeplex Myc-TB,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CE-IVDD;WHO recommended,NA,NA,NA,NA,Genoscreen,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,84.09790661884472,14.357846185564995
Delamanid,Delamanid,Therapeutic,NA,Tuberculosis,adult TB,"BDLLfxC - 6 months regimen - MDR/RR-TB, with or without fluoroquinolone resistance;
BLLfxCZ - 9 months regimen - MDR/RR-TB with confirmed drug susceptibility to fluoroquinolones.",New Chemical Entity — Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,67.13716860977001,64.49464819207788
Delamanid,"Delamanid Tablet, Film-coated 50mg",Therapeutic,NA,Tuberculosis,adult TB,Treatment of MDR-TB,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,32.98261149553582,35.114744579419494
Determine HIV,Determine HIV Early Detect,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,90.44656084734015,38.39291644003242
Determine HIV,Determine HIV-1/2,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,32.224166196538135,58.369947145693004
Determine TB-LAM Ag,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CE-IVDD;WHO recommended,NA,NA,NA,NA,Abbott Rapid Dx International Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,57.64016962959431,21.384955855086446
Dexamethasone,NA,Diagnostic,NA,MNCH,pregnancy,Antenatal corticosteroid therapy,Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Universidad de Buenos Aires, Facultad de Far",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,80.85723503492773,64.97156838513911
Diagnostic Kit for HIV (1+2) antibody (colloidal gold) V2,NA,Therapeutic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,29.52946036006324,47.21621245145798
Diagnostic Kit for MTB complex DNA and Rifampicin resistance,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,"IGENESIS (SHANGHAI) CO., LTD.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,79.47697667405009,72.67931159213185
Diaskintest,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHO recommended,NA,NA,NA,NA,Generium,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,99.20440276851878,72.90182365383953
Dienogest,NA,Therapeutic,NA,NA,pregnancy,Treatment of Endometriosis and Uterine ﬁbroids,Unclassified / Insufficient information,Phase 4 / Post-marketing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bayer Healthcare; Mochida Pharmaceutical Co,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://boditech.co.kr/en,NA,NA,NA,Kenya,No,No,NA,NA,88.54741855873726,55.8814145848155
